1169090,78874875,1
1310530,1954345640,3
1358730,3058123476,1
1642860,1382999442,1
1404100,3385772771,6
2007990,472107498,1
1984730,1680098024,1
1058380,2275479179,2
2834468,1750354471,1
1444810,2537774415,1
1582920,1661299652,157
1062920,1439650180,1
1472800,3987525683,1
5035670,3261796952,1
1336820,3870032381,12
1589090,1225064859,2
1415410,1301815449,1
5088131,2927345318,12
1574540,1587550010,1
1135470,1750824391,11
1135070,1828951147,1
1544730,1494443535,15
5058147,2845235443,1
1715110,2354806672,3
1313830,3451253049,1
5042404,1973544805,2
2830367,1190483160,1
1451760,4012364929,2
1008830,2858372925,8
2100680,446047984,1
1123520,192443749,14
1334150,492440319,4
1324990,4029046011,2
1520120,389232087,1
1254180,2319289704,1
2779520,493799026,2
1266440,241123685,27
1428280,1953834950,11
2842715,101637036,1
1758160,1946264555,1
1607070,2461938486,1
1524660,509742606,19
1500840,2403624981,2
1445790,1110285701,2
2840346,821626220,1
9000018,2564826519,2
1416250,312866095,1
1435180,262774712,1
1214330,734842521,2
1619510,2628795975,4
1065660,2227836326,1
1372410,1823469365,1
1303770,2510190757,1
1547720,1154899103,18
1499150,2000020179,3
1314600,3424098855,4
1497930,442698965,1
1378530,4064970601,1
1364490,3690351478,1
1555710,2784674945,1
1523060,3724462616,1
1261840,3488847082,3
2585240,4185311798,1
1257400,612736456,1
1394800,324626786,1
1432920,70749291,3
2531670,3654609522,1
1305380,1109988858,15
1321510,3753913383,1
1690700,4189671478,1
1312420,207702099,3
2080970,1722431915,1
1436140,1549901630,5
1009600,3829402429,3
1396300,2930017114,1
1294630,2651712581,1
1595290,638624847,2
1532130,401875066,1
1588730,490270093,3
1421700,1960567880,1
1191730,1719503060,3
2566570,813688760,1
1583840,3990079987,1
1281020,345772560,7
1366140,3336399748,1
1291770,1721680235,1
1297660,2908710964,3
1314680,690581762,2
1479770,2842571867,1
2584950,791783131,2
1455210,3214536703,5
1221130,1709046747,2
1186710,692608229,1
1006780,3137081624,8
1310500,4013131335,1
1250180,1127435000,2
1383190,2602373112,1
1192150,2926220372,3
1437610,3473132463,1
1340030,1763782247,1
1292290,1711945805,1
1375040,1584143019,1
2026590,3826431377,1
1429740,2652598940,2
1604870,3340751327,1
1375790,651044232,3
5057572,2581760804,1
2147703912,1878151686,1
1155840,1532066398,14
1407810,1568213114,1
2761340,2085771616,1
