1481130,1193726781,1
2148810977,2832794843,1
1160140,286855205,2
1199720,2545365601,5
1404100,3385772771,2
1351030,2320661397,1
1205410,1752553237,1
1483805,2653990070,2
1227340,4267741226,1
1444810,2537774415,1
1466940,4151017543,1
1573590,4100774851,1
1590790,889135535,1
1582920,1661299652,28
1588720,2610046111,1
2062050,392685336,6
2100590,288422398,1
1336820,3870032381,1
1574540,1587550010,2
1537820,430414264,1
1283220,2756352535,2
1544730,1494443535,4
1409140,3681236780,2
1313830,3451253049,1
1445640,1717811345,1
1448100,888390201,3
1529500,3795667713,1
1415150,1439840481,6
1123520,192443749,5
1334150,492440319,4
1459720,2650947680,1
1266440,241123685,1
1232410,1788928837,2
1341670,4036800933,1
1172590,1715423195,5
1007340,1339419198,4
1238090,2046227872,3
1269320,1722423650,4
1248460,1281987921,1
1372640,3836803432,1
1390170,1374282358,1
1578820,408189653,1
1435180,262774712,1
1567640,256542741,1
1214330,734842521,1
1281320,2665965501,2
1235910,2530600512,1
1188620,2587474177,1
1165970,1850613059,1
1216050,458799610,1
1303770,2510190757,2
1547720,1154899103,9
1517480,3012958391,1
1314600,3424098855,1
1598240,1157492090,2
1378530,4064970601,2
1603660,783727133,1
1010200,3511485546,1
1350030,380066378,3
2831569,3033195132,1
1842980,965910502,1
1303810,2633505427,4
1163270,1731003317,1
1605340,2787856100,1
1619700,798486983,1
1228260,1498252658,1
1436140,1549901630,1
1305380,1109988858,2
1372800,4218971915,1
1589500,423983675,3
1588730,490270093,2
1155120,2826027899,7
1191730,1719503060,12
1351360,4225260933,2
1281020,345772560,1
1506110,1455388112,1
1259480,3268582132,1
1291770,1721680235,1
1474340,922894430,1
1345040,776391482,1
1503580,3953081840,1
2693380,421875138,2
1600720,2829290153,2
1702610,2622372013,2
1455210,3214536703,1
1313000,1962751145,2
2847715,518285903,1
1310500,4013131335,1
1113130,3015988847,1
1151260,1843493539,1
1478020,802271970,1
1005580,2334983169,2
1375040,1584143019,1
1291800,3544098783,1
1177490,1825364225,1
1576260,1949755245,3
1606810,2890333506,1
1552280,3240584536,4
2002270,1243592167,1
1516190,4046175151,1
1556730,2723465012,1
1365990,3635841260,4
1330470,4155051487,9
1830390,3475915395,15
1346240,3458265496,4
1580270,3098155693,1
1582140,3701914737,1
2012430,957104362,1
1289590,1584746423,1
1459690,2787579005,2
1345860,1968756556,1
1184160,3465585120,1
1589060,495126664,1
1497110,3158665460,1
2013570,3652529467,1
