1584500,338357862,1
2507080,3335511245,1
1517940,3767187743,1
1553210,3057027851,1
1908670,1824653527,1
1546200,1829137850,1
1155180,2741065439,1
1253190,2450897584,1
2158920,2633420931,1
1421030,2283454944,1
1401470,1822907780,1
1582920,1661299652,25
1294750,2546375432,1
1599680,3713745171,1
1336820,3870032381,2
1012670,1514787574,3
1574540,1587550010,1
1371110,3804636156,1
1544730,1494443535,2
1270190,2204768615,3
1288850,1736536790,5
1202170,1014165201,1
1294180,4212197417,4
1586250,191844403,1
1054340,2141969714,1
2147677560,3639981598,1
1598820,3903939888,1
1246580,3133401972,1
2259870,2783319050,1
1123520,192443749,3
1581730,3833902514,1
2013360,2515418289,1
1719800,3975219331,2
1254180,2319289704,1
1266440,241123685,5
1522050,721734519,2
1432670,3511518457,1
1886820,458947896,1
1589200,2235571627,3
1267740,1017085585,1
1504630,3258898309,2
1007340,1339419198,2
1009290,157655575,1
1269320,1722423650,7
1313580,1661298782,30
1445770,4175667849,1
1587670,1366356537,1
1600290,1002190072,1
1267120,1892123482,1
1547720,1154899103,1
1372430,3443826660,1
1314600,3424098855,1
1550040,443789215,1
1405800,984607581,2
1310050,1088329802,1
1523060,3724462616,1
2585240,4185311798,2
1432920,70749291,2
1331400,2110733233,1
1535300,1617258319,2
1305380,1109988858,3
1303810,2633505427,4
2216220,723128801,1
1401210,3883663745,1
1912650,3973091333,1
1009600,3829402429,1
1420830,604446572,1
1251700,3838124715,1
1318000,2967813801,1
1311300,3676617018,9
5065607,2151606871,4
1532130,401875066,1
1588730,490270093,1
1004550,914552696,3
1191730,1719503060,1
1281020,345772560,4
1238210,1757901067,1
1386460,3253704443,1
1326980,1627986133,1
1084380,356441403,2
1453550,3810262369,2
1291770,1721680235,1
2129880,3488572739,1
1208190,12507508,1
1254670,3110010343,5
1247290,220193546,2
2843469,1722148295,1
1601200,960344931,1
1202440,1699703816,1
1021010,3151990673,1
2147641547,4095870667,2
1600720,2829290153,1
1455210,3214536703,1
1459400,2874072857,1
1700860,2360810373,2
1006780,3137081624,1
2647210,2652598940,1
2099600,887187350,2
1388080,325668753,1
1462550,2754111954,1
1362930,2973801436,1
2831683,1343257947,1
1400170,4012109949,1
1013240,2274796872,1
2107770,2122465254,1
1429850,226276619,1
2147995334,638664429,5
2029010,2204186150,151
1606810,2890333506,1
1155110,3683323724,4
1389460,3273933639,2
1412950,2700312990,2
1611440,3841831907,1
1283400,2733005194,1
2130460,1009611635,1
1763320,2758512457,1
1576520,2924458813,1
1223990,244547582,1
1377680,3602767407,1
1662320,118159780,2
1000940,277275651,1
1389120,1479335638,2
1830390,3475915395,3
1344250,1517618895,1
1249470,340874236,1
1580270,3098155693,1
1420730,1715998700,2
1317110,2347714431,2
1008870,2314743878,1
1153890,1607350742,1
1459690,2787579005,2
1137220,2626571013,4
1416830,2787944405,1
1416230,3054937290,2
1589060,495126664,3
1296400,2007970197,21
1592250,1715911700,7
1605870,2194932429,1
1598710,1712211590,1
1586840,2007970197,1
1302680,1719985910,5
1487570,936427111,1
1163420,3338693906,1
1444950,2650707560,2
1472050,2358516538,1
1427980,2366030606,1
5009563,1643006660,4
1555850,1620707965,2
2818430,1668743969,1
1449090,1146402261,2
1225920,3663952326,1
1473640,2701204396,1
1501400,21135017,1
1594190,1466682615,1
1593670,1867082528,2
1159260,1640198165,2
1263650,1918244586,1
1215810,460230325,4
1186560,3745028642,1
1343720,3381241643,1
1449330,2178586679,1
1280490,1830673035,1
1426270,912680955,1
1597850,2202131356,1
1489420,2124534706,1
1478600,4151709715,1
1323380,2605742686,2
1173860,1081477615,1
1212960,3744040794,1
1251110,1069739,1
1332810,3094307007,1
1850170,356155563,1
1586420,3876182701,1
1540120,1997414206,2
1268770,1759480829,1
1958880,1589861177,1
1578075,2304567088,1
1272730,1818474534,1
2194870,2266431595,1
1291270,3979712533,1
1204700,2058694151,1
1554860,21868478,1
1518080,874055994,1
1592270,2643688400,2
1174890,1330636084,1
1279140,1381511449,1
1184140,1737110990,2
1528160,1878977961,1
1600280,1714860305,1
1570770,764928311,1
1158450,845342020,1
1321020,3963437489,2
1582000,1955163875,4
2830519,1472777648,1
1257440,602088483,1
1281000,2392381146,1
1322160,2228494373,1
1329590,731201245,1
1582600,2603283496,1
1628500,548169701,15
1340570,2826187266,2
1191080,917182537,2
1528570,1960666190,7
1704250,3260739457,1
1343100,1501191988,3
1483180,3731172656,1
2441160,2113571121,1
1132570,3808921417,1
1181480,1249264208,12
1545740,2993494358,1
1589880,1318975444,1
1555870,1400186890,6
1416220,2519779253,11
1593830,3835416150,2
1441390,1826600495,1
2028970,2204756870,6
1152720,4155310685,1
1211510,837646568,2
1507600,4182323032,1
1980660,343686952,1
1306980,917946820,2
1375690,1588401807,2
2013910,3108535716,2
1581210,3246340984,2
1236620,1490924905,1
1387280,691030038,1
1010030,726196327,1
1212380,158588891,2
1012620,3265025033,1
2028980,2204748170,36
1527070,837958815,1
