1008270,454036234,1
1310530,1954345640,2
1443670,3383324333,1
1182680,4020894141,2
5056295,540083468,3
2087880,4010719958,5
1391330,2385667430,3
1169090,78874875,3
1162940,2346837334,4
1117080,3269782713,5
1402430,326905331,2
1592230,2874376437,5
2841269,1761945235,1
1354650,1808344125,2
1806840,442032498,2
1612770,2325981428,1
1482420,1831214105,1
1401470,1822907780,12
1490210,2291949449,2
1430180,4026727215,2
1787250,1624477139,1
1294470,1441719626,4
1599680,3713745171,1
1589090,1225064859,30
1415410,1301815449,9
5088131,2927345318,2
5049045,1774939896,1
1135470,1750824391,28
1251850,2254611999,1
1454230,3303426555,1
1467730,3774884860,1
1409140,3681236780,1
1460180,2450723776,2
1207650,996841495,2
5068927,2799602590,1
1225490,1159681637,5
2159140,2158062509,1
1517230,3015669311,3
5085776,827446917,1
1451760,4012364929,18
1745430,3238174569,2
1640480,202419248,1
2074980,4201090612,4
1151440,262733403,3
1500220,430149143,3
1123520,192443749,254
1937890,2428624724,1
2779520,493799026,1
2842715,101637036,5
1450610,955999451,3
1777580,939528763,5
1428280,1953834950,66
1439790,3106050669,1
1285790,1422057057,1
1149020,525521124,11
1504090,3216446315,9
1400080,3873422448,7
1277160,4010033037,2
1224320,1132168638,2
2404810,1833100830,1
1027180,1207407864,2
5015851,975155720,1
1500840,2403624981,7
1445790,1110285701,10
2840346,821626220,8
1297780,3691482939,3
1580500,3393951370,2
1517040,1170070959,9
2737330,156117297,1
1955860,933405068,5
2840605,3252270306,2
1416250,312866095,1
2098080,201549989,2
1214330,734842521,26
1346260,1721084720,6
1120990,2581991396,3
5020531,82459641,1
1247830,3531819138,34
1703580,812285910,1
5014372,504640059,1
2346210,3544103910,1
2147542758,348099351,1
1401670,1737808222,2
1938840,1449340271,6
2093680,1594063779,1
1207260,1684992265,2
1962400,2095356775,1
1465610,1371150246,1
1603660,783727133,18
1200400,774960805,2
1516560,3000378844,1
1723440,1221658715,1
1394800,324626786,30
1261840,3488847082,36
1523060,3724462616,33
1206100,2785485350,8
2147489228,652352607,1
5076240,1713225954,1
1392380,241877263,1
1176010,4102491926,2
1228260,1498252658,1
1321510,3753913383,9
5084503,1623144895,1
1106710,1036666394,2
1329280,1460833227,2
1229600,777264351,1
2842954,876229229,1
1372800,4218971915,1
1584040,2833200642,2
2831479,245575144,1
1589370,1232294807,2
5090574,999838503,1
1109230,2298138450,1
1583840,3990079987,22
1452400,3764556049,47
1361290,2566460006,3
1323500,1397958698,3
1637860,2185218766,3
1466790,3034726443,2
1025790,3397142461,1
1442830,3428630957,1
1411370,2624772660,3
1067020,1355925792,1
1228680,2335779427,14
1587240,4202838895,2
1604830,2208914736,3
1113130,3015988847,1
1250180,1127435000,5
1192150,2926220372,34
1498110,4107232554,2
1545720,3127839079,1
2147620482,935467770,1
1383190,2602373112,7
1252050,2788437695,3
2648830,652328736,2
1150740,2996182512,7
5017892,1064277427,1
1375040,1584143019,14
1208870,1986383503,1
1456080,2329394675,1
1604870,3340751327,18
2540440,1043320781,4
5092115,3015244409,1
1076270,378665195,3
1766450,193046509,1
1577270,1705665440,1
1546990,1846804189,1
2147491157,1645436751,2
1622630,345692721,2
1021020,2081771455,1
1377230,3326744485,1
2829287,2231592571,1
2833243,2556532440,3
1995200,2414378269,2
1316620,2225032674,1
1026800,2509571558,7
2831932,1637971164,3
1598620,1580331907,1
2835826,3102816157,2
5061068,351289498,1
1164000,3493721158,1
5019428,1770477721,1
5032609,3560717307,1
2219910,2951418659,1
1362690,867173217,3
1344250,1517618895,10
1539100,352736768,9
1416330,1888191707,2
2107810,4231464033,3
1606370,1980250221,1
1139110,4108681738,1
2147655265,2302370016,1
1629070,2783610065,4
2029460,1827863540,2
1786280,4185005607,1
1551020,761155827,24
1469610,3220686011,2
1188420,1542409472,1
2848013,3249701774,1
1773250,2629651613,4
2147671424,1288696111,2
1960080,4180648204,2
2092960,3315235820,12
1385920,3732603388,1
